orthogroup_ID,geneID,spcies,UniProtKB_ID,PANTHER_ID
OG0000259,100132285,Hsap,Q32MZ1,NA
OG0000259,102725023,Hsap,NA,NA
OG0000259,3808,Hsap,Q14952,PTHR11738
OG0000259,3808,Hsap,K7QT50,NA
OG0000259,3810,Hsap,Q14953,PTHR11738
OG0000259,3810,Hsap,A0A7D4Y677,NA
OG0000259,112267881,Hsap,NA,NA
OG0000259,3802,Hsap,P43626,PTHR11738
OG0000259,3802,Hsap,A0A376A8M1,NA
OG0000259,3802,Hsap,Q6H2H2,NA
OG0000259,3802,Hsap,Q6H2H3,NA
OG0000259,3806,Hsap,Q14954,PTHR11738
OG0000259,3806,Hsap,A0A7D4Y6C7,NA
OG0000259,3806,Hsap,B1N8M6,NA
OG0000259,3809,Hsap,P43632,PTHR11738
OG0000259,3809,Hsap,A0A0C4ZN05,NA
OG0000259,3809,Hsap,A0A0C4ZN30,NA
OG0000259,3809,Hsap,A0A1W2PR63,NA
OG0000259,3809,Hsap,Q86VI6,NA
OG0000259,3809,Hsap,Q8NHJ0,NA
OG0000259,3803,Hsap,P43627,PTHR11738
OG0000259,3803,Hsap,Q6H2H0,NA
OG0000259,3803,Hsap,Q8N742,NA
OG0000259,3804,Hsap,P43628,PTHR11738
OG0000259,3804,Hsap,E3NZD8,NA
OG0000259,112268355,Hsap,NA,NA
OG0000259,3813,Hsap,Q14943,PTHR11738
OG0000259,3813,Hsap,A0A0G2JN05,NA
OG0000259,3813,Hsap,O43469,NA
OG0000259,3813,Hsap,Q4KN23,NA
OG0000259,3813,Hsap,Q99565,NA
OG0000259,3811,Hsap,P43629,PTHR11738
OG0000259,3811,Hsap,Q5UCE2,NA
OG0000259,3811,Hsap,Q6H2G3,NA
OG0000259,3811,Hsap,Q8N6C9,NA
OG0000259,3812,Hsap,P43630,PTHR11738
OG0000259,3812,Hsap,A0A0U1WNF3,NA
OG0000259,3812,Hsap,Q8NHI6,NA
OG0000259,3812,Hsap,Q8NHK6,NA
OG0000259,115653,Hsap,A0A0B4J1R5,NA
OG0000259,112268354,Hsap,NA,NA
OG0000259,3805,Hsap,Q99706,PTHR11738
OG0000259,3805,Hsap,A0A0B4J1S6,NA
OG0000259,3805,Hsap,A0A376A929,NA
OG0000259,553128,Hsap,Q8NHK4,NA
OG0000259,57292,Hsap,Q8N109,PTHR11738
OG0000259,57292,Hsap,A0A191URI1,NA
OG0000260,4583,Hsap,NA,NA
OG0000260,4586,Hsap,P98088,PTHR11339
OG0000260,727897,Hsap,Q9HC84,PTHR11339
OG0000261,1951,Hsap,Q9NYQ7,PTHR24026
OG0000261,1952,Hsap,Q9HCU4,PTHR24026
OG0000261,9620,Hsap,Q9NYQ6,PTHR24026
OG0000262,57643,Hsap,Q9P217,PTHR22619
OG0000262,57688,Hsap,Q9HCJ5,PTHR22619
OG0000262,65249,Hsap,Q9H7M6,PTHR22619
OG0000262,65249,Hsap,Q9HA55,NA
OG0000263,10780,Hsap,Q14588,PTHR24377
OG0000263,10780,Hsap,A0A024R0N3,NA
OG0000263,342909,Hsap,Q2VY69,PTHR24388
OG0000263,7767,Hsap,Q9NZL3,PTHR24376
OG0000263,7638,Hsap,Q9UK13,PTHR24388
OG0000263,7673,Hsap,Q9UK12,PTHR24377
OG0000263,7766,Hsap,Q9UK11,PTHR24377
OG0000263,7773,Hsap,Q9UIE0,PTHR24377
OG0000263,7711,Hsap,Q12901,PTHR24377
OG0000263,7768,Hsap,Q9UK10,PTHR24376
OG0000263,353355,Hsap,A6NK53,PTHR24377
OG0000263,353355,Hsap,K7ER86,NA
OG0000263,7596,Hsap,Q02386,PTHR24377
OG0000263,7769,Hsap,Q9NYT6,PTHR24376
OG0000263,7769,Hsap,A0A024R0P4,NA
OG0000263,7769,Hsap,B2RBM0,NA
OG0000263,7769,Hsap,Q9NR94,NA
OG0000264,342892,Hsap,A8MQ14,PTHR24376
OG0000264,342892,Hsap,A0A087X0M6,NA
OG0000264,388536,Hsap,Q6PG37,PTHR24377
OG0000264,388536,Hsap,B4DMI3,NA
OG0000264,51276,Hsap,Q7Z3V5,PTHR24377
OG0000264,51276,Hsap,A0A024R0L0,NA
OG0000264,51276,Hsap,A8K5U8,NA
OG0000264,163131,Hsap,Q9Y6R6,PTHR24376
OG0000264,163131,Hsap,A0A024R0P7,NA
OG0000264,284323,Hsap,O75290,PTHR24377
OG0000264,284323,Hsap,Q05CQ7,NA
OG0000264,163255,Hsap,Q8NDQ6,PTHR24377
OG0000264,284406,Hsap,Q8N141,PTHR24377
OG0000264,284406,Hsap,D3Y299,NA
OG0000264,163087,Hsap,Q8NA42,PTHR24390
OG0000264,84924,Hsap,Q969W8,PTHR24381
OG0000264,84924,Hsap,B4DRR6,NA
OG0000265,5211,Hsap,P17858,PTHR13697
OG0000265,5211,Hsap,Q7L2M7,NA
OG0000265,5213,Hsap,P08237,PTHR13697
OG0000265,5213,Hsap,A0A024R0Y5,NA
OG0000265,5213,Hsap,A0A2R8Y891,NA
OG0000265,5214,Hsap,Q01813,PTHR13697
OG0000265,5214,Hsap,B1APP6,NA
OG0000266,22829,Hsap,Q8NFZ3,PTHR43903
OG0000266,22829,Hsap,A0A024R9E7,NA
OG0000266,22829,Hsap,B4DHI3,NA
OG0000266,57502,Hsap,Q8N0W4,PTHR43903
OG0000266,57502,Hsap,A0A024RBV0,NA
OG0000266,57502,Hsap,A8K4S1,NA
OG0000266,57502,Hsap,B3KP11,NA
OG0000266,54413,Hsap,Q9NZ94,PTHR43903
OG0000266,54413,Hsap,B7Z3P8,NA
OG0000266,54413,Hsap,Q4G160,NA
OG0000266,54413,Hsap,Q6MZK0,NA
OG0000266,54413,Hsap,X5D2P6,NA
OG0000266,54413,Hsap,X5D7L6,NA
OG0000266,54413,Hsap,X5DNV3,NA
OG0000266,22871,Hsap,Q8N2Q7,PTHR43903
OG0000267,8639,Hsap,Q16853,PTHR10638
OG0000267,8639,Hsap,Q9UEU7,NA
OG0000268,5578,Hsap,P17252,PTHR24356
OG0000268,5578,Hsap,L7RSM7,NA
OG0000268,5578,Hsap,Q7Z727,NA
OG0000268,5579,Hsap,P05771,PTHR24356
OG0000268,5582,Hsap,P05129,PTHR24356
OG0000268,5582,Hsap,B2R5T1,NA
OG0000268,5582,Hsap,B7Z3W6,NA
OG0000269,84889,Hsap,Q8WY07,PTHR43243
OG0000270,5725,Hsap,P26599,PTHR15592
OG0000270,9991,Hsap,O95758,PTHR15592
OG0000270,9991,Hsap,A0A024R163,NA
OG0000270,58155,Hsap,Q9UKA9,PTHR15592
OG0000270,58155,Hsap,A0A6Q8PFE6,NA
OG0000270,58155,Hsap,B4DSS8,NA
OG0000270,58155,Hsap,B4DSU5,NA
OG0000271,5089,Hsap,P40425,PTHR11850
OG0000271,5089,Hsap,A0A024RCR3,NA
OG0000271,5087,Hsap,P40424,PTHR11850
OG0000271,5087,Hsap,A1MJ41,NA
OG0000271,5087,Hsap,A8K5V0,NA
OG0000271,5087,Hsap,Q53YC7,NA
OG0000271,5090,Hsap,P40426,PTHR11850
OG0000271,5090,Hsap,Q5JS98,NA
OG0000271,5090,Hsap,Q96AL5,NA
OG0000272,1917,Hsap,Q05639,PTHR23115
OG0000272,1915,Hsap,P68104,PTHR23115
OG0000272,1915,Hsap,Q6IPS9,NA
OG0000273,56311,Hsap,Q92527,PTHR24118
OG0000273,56311,Hsap,A0A140VJE5,NA
OG0000274,4673,Hsap,P55209,PTHR11875
OG0000274,4673,Hsap,A0A024RBB7,NA
OG0000274,4673,Hsap,B7Z2V4,NA
OG0000274,4673,Hsap,F5H4R6,NA
OG0000274,4673,Hsap,F8W543,NA
OG0000274,4673,Hsap,Q9H2B0,NA
OG0000275,347487,Hsap,Q5JRM2,PTHR37340
OG0000276,168537,Hsap,Q8NHV1,PTHR10903
OG0000276,168537,Hsap,A0A090N8P8,NA
OG0000277,80168,Hsap,Q3SYC2,PTHR12317
OG0000279,403282,Hsap,A6NJZ3,PTHR26454
OG0000279,403282,Hsap,A0A126GW71,NA
OG0000279,390326,Hsap,A6NM76,PTHR26454
OG0000279,390326,Hsap,A0A126GW16,NA
OG0000280,390077,Hsap,Q8NGI0,PTHR26450
OG0000281,127059,Hsap,A3KFT3,PTHR26453
OG0000281,391196,Hsap,Q8NG81,PTHR26453
OG0000281,391196,Hsap,A0A126GVZ1,NA
OG0000281,127062,Hsap,Q8NG83,PTHR26453
OG0000281,127062,Hsap,A0A126GV67,NA
OG0000281,391194,Hsap,Q96R28,PTHR26453
OG0000281,391194,Hsap,A0A126GWI7,NA
OG0000281,26245,Hsap,Q96R27,PTHR26453
OG0000281,26245,Hsap,A0A126GV73,NA
OG0000282,390067,Hsap,Q8NGJ2,PTHR26450
OG0000284,106707243,Hsap,Q6ZW62,NA
OG0000284,50840,Hsap,Q9NYV8,PTHR11394
OG0000284,50838,Hsap,Q9NYV9,PTHR11394
OG0000284,259289,Hsap,P59537,PTHR11394
OG0000284,259290,Hsap,P59538,PTHR11394
OG0000284,259291,Hsap,A0A0J9YXD8,NA
OG0000284,259292,Hsap,P59540,PTHR11394
OG0000284,259293,Hsap,P59541,PTHR11394
OG0000284,259296,Hsap,P59544,PTHR11394
OG0000284,259294,Hsap,P59542,PTHR11394
OG0000284,259295,Hsap,P59543,PTHR11394
OG0000285,219431,Hsap,Q8NH73,PTHR48002
OG0000285,219431,Hsap,A0A126GVG1,NA
OG0000286,221357,Hsap,Q7RTV2,PTHR11571
OG0000286,2938,Hsap,P08263,PTHR11571
OG0000286,2938,Hsap,A0A140VJK4,NA
OG0000286,2938,Hsap,B7Z1F9,NA
OG0000286,2939,Hsap,P09210,PTHR11571
OG0000286,2939,Hsap,A0A140VKE2,NA
OG0000286,2939,Hsap,A8K987,NA
OG0000286,2940,Hsap,Q16772,PTHR11571
OG0000286,2940,Hsap,Q5JW85,NA
OG0000288,5266,Hsap,P19957,PTHR19441
OG0000289,728279,Hsap,Q9BYT5,PTHR23262
OG0000289,728279,Hsap,Q9BYU5,PTHR23262
OG0000289,81872,Hsap,Q9BYU5,PTHR23262
OG0000289,730755,Hsap,P0C7H8,PTHR23262
OG0000289,730755,Hsap,Q9BYR9,PTHR23262
OG0000289,85294,Hsap,P0C7H8,PTHR23262
OG0000289,85294,Hsap,Q9BYR9,PTHR23262
OG0000290,116832,Hsap,Q96EH5,PTHR19970
OG0000290,6170,Hsap,P62891,PTHR19970
OG0000292,6261,Hsap,P21817,PTHR13715
OG0000292,6262,Hsap,Q92736,PTHR13715
OG0000292,6263,Hsap,Q15413,PTHR13715
OG0000292,6263,Hsap,A0A0U1RRH1,NA
OG0000293,1770,Hsap,Q9NYC9,PTHR10676
OG0000293,1770,Hsap,Q99499,NA
OG0000293,8632,Hsap,Q9UFH2,PTHR10676
OG0000293,8701,Hsap,Q96DT5,PTHR10676
OG0000293,8701,Hsap,H9NAJ7,NA
OG0000293,8701,Hsap,H9NAJ8,NA
OG0000293,8701,Hsap,Q96NT7,NA
OG0000294,55567,Hsap,Q8TD57,PTHR10676
OG0000294,55567,Hsap,B4E1S1,NA
OG0000294,201625,Hsap,Q6ZR08,PTHR46532
OG0000294,56171,Hsap,Q8WXX0,PTHR10676
OG0000295,2200,Hsap,P35555,PTHR24039
OG0000295,2201,Hsap,P35556,PTHR24039
OG0000295,84467,Hsap,Q75N90,PTHR24039
OG0000295,84467,Hsap,A0A494C0D8,NA
OG0000295,84467,Hsap,A8KAY2,NA
OG0000296,3708,Hsap,Q14643,PTHR13715
OG0000296,3708,Hsap,A0A3B3ITU8,NA
OG0000296,3708,Hsap,A0A3F2YNW8,NA
OG0000296,3708,Hsap,B4DER3,NA
OG0000296,3708,Hsap,B4DGH1,NA
OG0000296,3708,Hsap,Q59H91,NA
OG0000296,3709,Hsap,Q14571,PTHR13715
OG0000296,3710,Hsap,Q14573,PTHR13715
OG0000296,3710,Hsap,A6H8K3,NA
OG0000296,3710,Hsap,Q59ES2,NA
OG0000297,2316,Hsap,P21333,PTHR38537
OG0000297,2316,Hsap,Q60FE5,NA
OG0000297,2316,Hsap,Q6NXF2,NA
OG0000297,2318,Hsap,Q14315,PTHR38537
OG0000297,2318,Hsap,Q59H94,NA
OG0000297,2317,Hsap,O75369,PTHR38537
OG0000298,57572,Hsap,Q96HP0,PTHR23317
OG0000298,57572,Hsap,B7Z9U8,NA
OG0000298,85440,Hsap,Q96N67,PTHR23317
OG0000298,81704,Hsap,Q8NF50,PTHR23317
OG0000298,81704,Hsap,E2J6M5,NA
OG0000298,81704,Hsap,E2J6M6,NA
OG0000299,1108,Hsap,Q14839,PTHR45623
OG0000299,1108,Hsap,F5GWX5,NA
OG0000299,26038,Hsap,Q8TDI0,PTHR45623
OG0000299,1107,Hsap,Q12873,PTHR45623
OG0000299,1107,Hsap,B3KWV4,NA
OG0000299,1107,Hsap,Q2TAZ1,NA
OG0000300,5789,Hsap,P23468,PTHR19134
OG0000300,5789,Hsap,Q2HXI4,NA
OG0000300,5789,Hsap,Q3KPI9,NA
OG0000300,5789,Hsap,Q59H90,NA
OG0000300,5792,Hsap,P10586,PTHR19134
OG0000300,5792,Hsap,G1UI20,NA
OG0000300,5802,Hsap,Q13332,PTHR19134
OG0000300,5802,Hsap,Q59FX6,NA
OG0000300,5802,Hsap,Q8NHS7,NA
OG0000301,1793,Hsap,Q14185,PTHR45653
OG0000301,1793,Hsap,A0A2X0U2H5,NA
OG0000301,1793,Hsap,B2RUU3,NA
OG0000301,80005,Hsap,Q9H7D0,PTHR45653
OG0000301,80005,Hsap,B9A015,NA
OG0000301,80005,Hsap,Q68DL4,NA
OG0000301,1794,Hsap,Q92608,PTHR45653
OG0000301,1794,Hsap,Q5XG91,NA
OG0000302,9369,Hsap,Q9HDB5,NA
OG0000302,9369,Hsap,Q9Y4C0,PTHR15036
OG0000302,9369,Hsap,A0A0U1RRJ0,NA
OG0000302,9378,Hsap,P58400,NA
OG0000302,9378,Hsap,Q9ULB1,PTHR15036
OG0000302,9378,Hsap,A0A0D9SEM5,NA
OG0000302,9378,Hsap,A0A0D9SEQ7,NA
OG0000302,9378,Hsap,A0A1D5RMU6,NA
OG0000302,9378,Hsap,E7EQN4,NA
OG0000302,9378,Hsap,E7ERL8,NA
OG0000302,9378,Hsap,H0Y568,NA
OG0000302,9378,Hsap,H7BYC7,NA
OG0000302,9379,Hsap,P58401,NA
OG0000302,9379,Hsap,Q9P2S2,PTHR15036
OG0000302,9379,Hsap,G5E9G7,NA
OG0000303,22982,Hsap,Q9Y2E4,PTHR22754
OG0000303,22982,Hsap,A0A0U1RQW6,NA
OG0000303,22982,Hsap,Q86XV3,NA
OG0000303,23181,Hsap,Q14689,PTHR22754
OG0000303,23181,Hsap,Q96NX2,NA
OG0000303,57609,Hsap,Q9P265,PTHR22754
OG0000303,57609,Hsap,Q7Z3H2,NA
OG0000303,57609,Hsap,Q96IB4,NA
OG0000304,50488,Hsap,Q8N4C8,PTHR48015
OG0000304,9448,Hsap,O95819,PTHR48015
OG0000304,9448,Hsap,B7Z3V5,NA
OG0000304,9448,Hsap,V9HWH3,NA
OG0000304,23043,Hsap,Q9UKE5,PTHR48015
OG0000305,9497,Hsap,Q9Y6M7,PTHR11453
OG0000305,9497,Hsap,B5M450,NA
OG0000305,9497,Hsap,E9PFN4,NA
OG0000305,9498,Hsap,Q2Y0W8,PTHR11453
OG0000305,57282,Hsap,Q6U841,PTHR11453
OG0000306,57198,Hsap,P98198,PTHR24092
OG0000306,79895,Hsap,Q8TF62,PTHR24092
OG0000306,79895,Hsap,Q6PG43,NA
OG0000307,100101267,Hsap,B4DDR5,NA
OG0000307,100101267,Hsap,B4DET5,NA
OG0000307,9883,Hsap,Q96HA1,PTHR23193
OG0000308,2897,Hsap,P39086,PTHR18966
OG0000308,2897,Hsap,B7Z256,NA
OG0000308,2897,Hsap,B7Z3V7,NA
OG0000308,2897,Hsap,E7ENK3,NA
OG0000308,2897,Hsap,E7EPY9,NA
OG0000308,2897,Hsap,E7EPZ0,NA
OG0000308,2897,Hsap,E9PD61,NA
OG0000308,2898,Hsap,Q13002,PTHR18966
OG0000308,2898,Hsap,A8K0H7,NA
OG0000308,2898,Hsap,Q8IY40,NA
OG0000308,2899,Hsap,Q13003,PTHR18966
OG0000309,487,Hsap,O14983,PTHR42861
OG0000309,487,Hsap,Q7Z675,NA
OG0000309,489,Hsap,Q93084,PTHR42861
OG0000309,489,Hsap,A8K9K1,NA
OG0000309,488,Hsap,P16615,PTHR42861
OG0000309,488,Hsap,A0A0S2Z3L2,NA
OG0000310,3798,Hsap,Q12840,PTHR24115
OG0000310,3800,Hsap,O60282,PTHR24115
OG0000310,3800,Hsap,Q59GB8,NA
OG0000310,3799,Hsap,P33176,PTHR24115
OG0000310,3799,Hsap,Q6P164,NA
OG0000310,3799,Hsap,V9HW29,NA
OG0000311,152330,Hsap,Q8IWV2,PTHR10075
OG0000311,5067,Hsap,Q9P232,PTHR12231
OG0000311,27255,Hsap,Q9UQ52,PTHR10075
OG0000311,27255,Hsap,A1LMA8,NA
OG0000311,27255,Hsap,B4DGV0,NA
OG0000312,649,Hsap,P13497,PTHR45645
OG0000312,7093,Hsap,Q9Y6L7,PTHR45645
OG0000312,7092,Hsap,O43897,PTHR45645
OG0000312,7092,Hsap,B7ZLW3,NA
OG0000313,2047,Hsap,P54762,PTHR24416
OG0000313,2048,Hsap,P29323,PTHR24416
OG0000313,2048,Hsap,B4DSE0,NA
OG0000313,2048,Hsap,Q4LE53,NA
OG0000313,2048,Hsap,Q6NVW1,NA
OG0000313,2049,Hsap,P54753,PTHR24416
OG0000314,6543,Hsap,Q9UPR5,PTHR11878
OG0000314,6546,Hsap,P32418,PTHR11878
OG0000314,6546,Hsap,Q4QQH3,NA
OG0000314,6547,Hsap,P57103,PTHR11878
OG0000314,6547,Hsap,B3KU59,NA
OG0000315,1759,Hsap,Q05193,PTHR11566
OG0000315,1759,Hsap,B4DK06,NA
OG0000315,1759,Hsap,B7ZAC0,NA
OG0000315,1785,Hsap,P50570,PTHR11566
OG0000315,1785,Hsap,Q8N1K8,NA
OG0000315,26052,Hsap,Q9UQ16,PTHR11566
OG0000316,57113,Hsap,Q9HCX4,PTHR10117
OG0000316,7222,Hsap,Q13507,PTHR10117
OG0000316,7225,Hsap,Q9Y210,PTHR10117
OG0000317,3098,Hsap,P19367,PTHR19443
OG0000317,3098,Hsap,A0A024QZK7,NA
OG0000317,3098,Hsap,A8K7J7,NA
OG0000317,3098,Hsap,B3KXY9,NA
OG0000317,3098,Hsap,P78542,NA
OG0000317,3098,Hsap,Q59FD4,NA
OG0000317,3099,Hsap,P52789,PTHR19443
OG0000317,80201,Hsap,Q2TB90,PTHR19443
OG0000317,80201,Hsap,B3KT70,NA
OG0000318,23683,Hsap,O94806,PTHR22968
OG0000318,5587,Hsap,Q15139,PTHR22968
OG0000318,5587,Hsap,F8WBA3,NA
OG0000318,25865,Hsap,Q9BZL6,PTHR22968
OG0000319,5834,Hsap,P11216,PTHR11468
OG0000319,5837,Hsap,P11217,PTHR11468
OG0000319,5836,Hsap,P06737,PTHR11468
OG0000320,5146,Hsap,P51160,PTHR11347
OG0000320,5158,Hsap,P35913,PTHR11347
OG0000320,5158,Hsap,B4DHV7,NA
OG0000320,5145,Hsap,P16499,PTHR11347
OG0000320,5145,Hsap,F1T0K3,NA
OG0000321,1182,Hsap,P51790,PTHR45711
OG0000321,1182,Hsap,B3KXK0,NA
OG0000321,1183,Hsap,P51793,PTHR45711
OG0000321,1184,Hsap,P51795,PTHR45711
OG0000321,1184,Hsap,A8K4H5,NA
OG0000321,1184,Hsap,B3KRR2,NA
OG0000321,1184,Hsap,V9GYG7,NA
OG0000322,1004,Hsap,P55285,PTHR24027
OG0000322,1008,Hsap,Q9Y6N8,PTHR24027
OG0000322,1008,Hsap,X5D8X5,NA
OG0000322,1008,Hsap,X5DNG6,NA
OG0000322,1007,Hsap,Q9ULB4,PTHR24027
OG0000323,220032,Hsap,Q6W3E5,PTHR23344
OG0000324,2535,Hsap,Q14332,PTHR11309
OG0000324,2535,Hsap,Q86UZ8,NA
OG0000324,8321,Hsap,Q9UP38,PTHR11309
OG0000324,8324,Hsap,O75084,PTHR11309
OG0000325,6538,Hsap,P48066,PTHR11616
OG0000325,6539,Hsap,P48065,PTHR11616
OG0000325,6540,Hsap,Q9NSD5,PTHR11616
OG0000326,144402,Hsap,Q86YQ8,PTHR10857
OG0000326,151835,Hsap,Q8IYJ1,PTHR10857
OG0000326,57699,Hsap,Q9HCH3,PTHR10857
OG0000327,3936,Hsap,P13796,PTHR19961
OG0000327,3936,Hsap,A0A024RDT4,NA
OG0000327,5358,Hsap,P13797,PTHR19961
OG0000327,5358,Hsap,B4DPW9,NA
OG0000327,5357,Hsap,Q14651,PTHR19961
OG0000328,2868,Hsap,P32298,PTHR24355
OG0000328,2869,Hsap,P34947,PTHR24355
OG0000328,2870,Hsap,P43250,PTHR24355
OG0000328,2870,Hsap,B3KPS5,NA
OG0000329,7086,Hsap,P29401,PTHR43195
OG0000329,7086,Hsap,A0A0B4J1R6,NA
OG0000329,7086,Hsap,V9HWD9,NA
OG0000329,8277,Hsap,P51854,PTHR43195
OG0000329,8277,Hsap,B7Z7I0,NA
OG0000329,84076,Hsap,Q9H0I9,PTHR43195
OG0000329,84076,Hsap,A0A140VKC2,NA
OG0000330,3038,Hsap,O00219,PTHR22913
OG0000330,3038,Hsap,Q96RV2,NA
OG0000330,3037,Hsap,Q92819,PTHR22913
OG0000331,4478,Hsap,P26038,PTHR23281
OG0000331,4478,Hsap,V9HWC0,NA
OG0000331,5962,Hsap,P35241,PTHR23281
OG0000331,5962,Hsap,B0YJ88,NA
OG0000331,5962,Hsap,Q6PKD3,NA
OG0000331,7430,Hsap,P15311,PTHR23281
OG0000332,246213,Hsap,Q8NDX2,PTHR11662
OG0000332,57030,Hsap,Q9P2U7,PTHR11662
OG0000332,57084,Hsap,Q9P2U8,PTHR11662
OG0000333,5058,Hsap,Q13153,PTHR48015
OG0000333,5058,Hsap,A0A024R5P0,NA
OG0000333,5063,Hsap,O75914,PTHR48015
OG0000333,5063,Hsap,B2RCU6,NA
OG0000333,5062,Hsap,Q13177,PTHR48015
OG0000333,5062,Hsap,A8K5M4,NA
OG0000334,7003,Hsap,P28347,PTHR11834
OG0000334,7003,Hsap,Q59EF3,NA
OG0000334,7004,Hsap,Q15561,PTHR11834
OG0000334,7005,Hsap,Q99594,PTHR11834
OG0000335,2534,Hsap,P06241,PTHR24418
OG0000335,6714,Hsap,P12931,PTHR24418
OG0000335,7525,Hsap,P07947,PTHR24418
OG0000336,216,Hsap,P00352,PTHR11699
OG0000336,216,Hsap,V9HW83,NA
OG0000336,8854,Hsap,O94788,PTHR11699
OG0000336,220,Hsap,P47895,PTHR11699
OG0000336,220,Hsap,A0A024RC95,NA
OG0000336,220,Hsap,H0Y2X5,NA
OG0000336,220,Hsap,Q7Z3A2,NA
OG0000337,100130361,Hsap,A8MYA2,PTHR31866
OG0000337,100132994,Hsap,A8MYA2,PTHR31866
OG0000337,101059915,Hsap,A0A1B0GWI6,PTHR31866
OG0000338,5532,Hsap,P16298,PTHR45673
OG0000338,5532,Hsap,B7Z781,NA
OG0000338,5530,Hsap,Q08209,PTHR45673
OG0000338,5530,Hsap,A0A0S2Z4B5,NA
OG0000338,5530,Hsap,A0A0S2Z4C6,NA
OG0000338,5533,Hsap,P48454,PTHR45673
OG0000339,2560,Hsap,P18505,PTHR18945
OG0000339,2560,Hsap,X5DNL6,NA
OG0000339,2561,Hsap,P47870,PTHR18945
OG0000339,2562,Hsap,P28472,PTHR18945
OG0000339,2562,Hsap,B2RCW8,NA
OG0000339,2562,Hsap,X5DQY4,NA
OG0000340,10000,Hsap,Q9Y243,PTHR24356
OG0000340,10000,Hsap,A0A5F9ZHU3,NA
OG0000340,207,Hsap,P31749,PTHR24356
OG0000340,207,Hsap,B0LPE5,NA
OG0000340,207,Hsap,B3KVH4,NA
OG0000340,208,Hsap,P31751,PTHR24356
OG0000340,208,Hsap,B4DG79,NA
OG0000341,4086,Hsap,Q15797,PTHR13703
OG0000341,4090,Hsap,Q99717,PTHR13703
OG0000341,4090,Hsap,Q68DB7,NA
OG0000341,4093,Hsap,O15198,PTHR13703
OG0000341,4093,Hsap,A0A024RDR3,NA
OG0000342,5599,Hsap,P45983,PTHR24055
OG0000342,5599,Hsap,A1L4K2,NA
OG0000342,5602,Hsap,P53779,PTHR24055
OG0000342,5602,Hsap,A0A1P0B7D2,NA
OG0000342,5602,Hsap,A0A286YEQ7,NA
OG0000342,5602,Hsap,A0A286YES0,NA
OG0000342,5602,Hsap,A0A286YF02,NA
OG0000342,5602,Hsap,A0A286YF97,NA
OG0000342,5602,Hsap,A0A286YFD7,NA
OG0000342,5602,Hsap,A0A286YFN2,NA
OG0000342,5602,Hsap,D6RCB1,NA
OG0000342,5602,Hsap,D6RJF9,NA
OG0000342,5602,Hsap,F8W9R5,NA
OG0000342,5602,Hsap,I6L9F3,NA
OG0000342,5602,Hsap,Q499Y8,NA
OG0000342,5601,Hsap,P45984,PTHR24055
OG0000342,5601,Hsap,D7R525,NA
OG0000342,5601,Hsap,D7R526,NA
OG0000344,1455,Hsap,P78368,PTHR11909
OG0000344,1456,Hsap,Q9Y6M4,PTHR11909
OG0000344,53944,Hsap,Q9HCP0,PTHR11909
OG0000344,53944,Hsap,A0A024R5W3,NA
OG0000344,53944,Hsap,Q8IXA3,NA
OG0000344,53944,Hsap,U3KQB3,NA
OG0000345,9265,Hsap,O43739,PTHR10663
OG0000345,9266,Hsap,Q99418,PTHR10663
OG0000345,9267,Hsap,Q15438,PTHR10663
OG0000345,9267,Hsap,B7Z9W0,NA
OG0000346,2023,Hsap,P06733,PTHR11902
OG0000346,2023,Hsap,A0A024R4F1,NA
OG0000346,2026,Hsap,P09104,PTHR11902
OG0000346,2026,Hsap,Q6FHV6,NA
OG0000346,2027,Hsap,P13929,PTHR11902
OG0000347,7881,Hsap,Q14722,PTHR43150
OG0000347,7881,Hsap,B7Z435,NA
OG0000347,7881,Hsap,B7Z8E5,NA
OG0000347,7881,Hsap,F8W6W4,NA
OG0000347,7881,Hsap,Q5MJQ3,NA
OG0000347,8514,Hsap,Q13303,PTHR43150
OG0000347,8514,Hsap,A1PR14,NA
OG0000347,8514,Hsap,B2R776,NA
OG0000347,9196,Hsap,O43448,PTHR43150
OG0000348,1993,Hsap,Q12926,PTHR10352
OG0000348,1993,Hsap,A0A0A0MRX1,NA
OG0000348,1996,Hsap,P26378,PTHR10352
OG0000348,1996,Hsap,A0A0R4J2E6,NA
OG0000348,1996,Hsap,A0A494C0F8,NA
OG0000348,1996,Hsap,A0A494C0M6,NA
OG0000348,1996,Hsap,A0A494C147,NA
OG0000348,1996,Hsap,B1APY9,NA
OG0000348,1995,Hsap,Q14576,PTHR10352
OG0000349,347541,Hsap,Q9BZ81,PTHR11736
OG0000350,2767,Hsap,P29992,PTHR10218
OG0000350,2776,Hsap,P50148,PTHR10218
OG0000350,2776,Hsap,A0A024R240,NA
OG0000350,9630,Hsap,O95837,PTHR10218
OG0000351,2770,Hsap,P63096,PTHR10218
OG0000351,2773,Hsap,P08754,PTHR10218
OG0000351,2771,Hsap,P04899,PTHR10218
OG0000351,2771,Hsap,B3KP24,NA
OG0000351,2771,Hsap,B3KX51,NA
OG0000352,2779,Hsap,P11488,PTHR10218
OG0000352,2779,Hsap,A1LQ23,NA
OG0000352,2780,Hsap,P19087,PTHR10218
OG0000352,2780,Hsap,Q5T697,NA
OG0000352,346562,Hsap,A8MTJ3,PTHR10218
OG0000353,4992,Hsap,O43749,PTHR48001
OG0000354,5499,Hsap,P62136,PTHR11668
