orthogroup_ID,logLikelihood_Null_hypothesis,Likelihood_Alternative_hypothesis,log_diff,p.values,fdr,entrez,species,UniProtKB_ID,PANTHER_ID,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,description
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,P50895,PTHR11973,19,44809071,44821421,12351,+,ENSG00000187244,BCAM,protein_coding,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,P50895,PTHR11973,19,44809071,44821421,12351,+,ENSG00000187244,BCAM,protein_coding,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,A0A087WXM8,NA,19,44809071,44821421,12351,+,ENSG00000187244,BCAM,protein_coding,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,A0A087WXM8,NA,19,44809071,44821421,12351,+,ENSG00000187244,BCAM,protein_coding,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
OG0007045,-5011.389359,-4925.655363,171.46799199999987,1.768154726435473e-39,2.723369477484218e-37,4059,Hsap,A0A087WXM8,NA,19,44809071,44821421,12351,+,ENSG00000187244,BCAM,protein_coding,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
OG0005857,-4212.495897,-4126.958477,171.0748399999993,2.1546907158727508e-39,3.2805785313161446e-37,5991,Hsap,P48380,PTHR12619,9,3218297,3526004,307708,-,ENSG00000080298,RFX3,protein_coding,regulatory factor X3 [Source:HGNC Symbol;Acc:HGNC:9984]
OG0009153,-2720.317079,-2637.197568,166.23902199999975,2.452586377884674e-38,3.5311912132022166e-36,117584,Hsap,Q8WZ73,PTHR14879,17,35005990,35089319,83330,-,ENSG00000092871,RFFL,protein_coding,ring finger and FYVE like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:24821]
OG0010465,-2928.382824,-2845.55664,165.65236800000002,3.294376927349628e-38,4.642267742518423e-36,1512,Hsap,P09668,PTHR12411,15,78921058,78949574,28517,-,ENSG00000103811,CTSH,protein_coding,cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]
OG0010465,-2928.382824,-2845.55664,165.65236800000002,3.294376927349628e-38,4.642267742518423e-36,1512,Hsap,P09668,PTHR12411,15,78921058,78949574,28517,-,ENSG00000103811,CTSH,protein_coding,cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]
OG0010465,-2928.382824,-2845.55664,165.65236800000002,3.294376927349628e-38,4.642267742518423e-36,1512,Hsap,P09668,PTHR12411,15,78921058,78949574,28517,-,ENSG00000103811,CTSH,protein_coding,cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,Q96PU5,PTHR11254,18,58044226,58401540,357315,+,ENSG00000049759,NEDD4L,protein_coding,NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,A0A024R281,NA,18,58044226,58401540,357315,+,ENSG00000049759,NEDD4L,protein_coding,NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,A0A024R2A4,NA,18,58044226,58401540,357315,+,ENSG00000049759,NEDD4L,protein_coding,NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,B7Z2P9,NA,18,58044226,58401540,357315,+,ENSG00000049759,NEDD4L,protein_coding,NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
OG0003721,-7094.277161,-7012.147062,164.26019799999995,6.635753428803892e-38,9.15595728311837e-36,23327,Hsap,B7Z6K0,NA,18,58044226,58401540,357315,+,ENSG00000049759,NEDD4L,protein_coding,NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
OG0005076,-5524.593347,-5442.786327,163.6140400000004,9.184328670893207e-38,1.2413838528025656e-35,11184,Hsap,Q92918,PTHR48012,19,38587641,38618882,31242,-,ENSG00000104814,MAP4K1,protein_coding,mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]
OG0005076,-5524.593347,-5442.786327,163.6140400000004,9.184328670893207e-38,1.2413838528025656e-35,11184,Hsap,Q92918,PTHR48012,19,38587641,38618882,31242,-,ENSG00000104814,MAP4K1,protein_coding,mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]
OG0005076,-5524.593347,-5442.786327,163.6140400000004,9.184328670893207e-38,1.2413838528025656e-35,11184,Hsap,Q92918,PTHR48012,19,38587641,38618882,31242,-,ENSG00000104814,MAP4K1,protein_coding,mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]
OG0005076,-5524.593347,-5442.786327,163.6140400000004,9.184328670893207e-38,1.2413838528025656e-35,11184,Hsap,Q92918,PTHR48012,19,38587641,38618882,31242,-,ENSG00000104814,MAP4K1,protein_coding,mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]
OG0008472,-2037.623879,-1956.625567,161.99662399999988,2.0720318081638742e-37,2.772336700094816e-35,65990,Hsap,Q9BQD7,PTHR13610,16,720581,722590,2010,+,ENSG00000103254,ANTKMT,protein_coding,adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]
OG0008472,-2037.623879,-1956.625567,161.99662399999988,2.0720318081638742e-37,2.772336700094816e-35,65990,Hsap,J3KMW5,NA,16,720581,722590,2010,+,ENSG00000103254,ANTKMT,protein_coding,adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]
OG0012096,-2399.348616,-2319.219982,160.2572680000003,4.970598172295607e-37,6.454955234336041e-35,285755,Hsap,Q8IXY8,PTHR11071,6,109390215,109441171,50957,-,ENSG00000185250,PPIL6,protein_coding,peptidylprolyl isomerase like 6 [Source:HGNC Symbol;Acc:HGNC:21557]
OG0010326,-2621.952735,-2541.94943,160.00660999999945,5.638636986120074e-37,7.251396652247233e-35,9334,Hsap,O43286,PTHR19300,20,49632945,49713878,80934,-,ENSG00000158470,B4GALT5,protein_coding,"beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]"
OG0009037,-3587.470019,-3507.746698,159.44664199999988,7.473459209470856e-37,9.427946732252473e-35,79155,Hsap,Q8NFZ5,PTHR31882,4,2741648,2756342,14695,-,ENSG00000168884,TNIP2,protein_coding,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]
OG0009037,-3587.470019,-3507.746698,159.44664199999988,7.473459209470856e-37,9.427946732252473e-35,79155,Hsap,Q8NFZ5,PTHR31882,4,2741648,2756342,14695,-,ENSG00000168884,TNIP2,protein_coding,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]
OG0009037,-3587.470019,-3507.746698,159.44664199999988,7.473459209470856e-37,9.427946732252473e-35,79155,Hsap,D6RGJ2,NA,4,2741648,2756342,14695,-,ENSG00000168884,TNIP2,protein_coding,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]
OG0009037,-3587.470019,-3507.746698,159.44664199999988,7.473459209470856e-37,9.427946732252473e-35,79155,Hsap,D6RGJ2,NA,4,2741648,2756342,14695,-,ENSG00000168884,TNIP2,protein_coding,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]
OG0009690,-3036.870319,-2957.546051,158.6485360000006,1.1166178037923365e-36,1.369511058243823e-34,57348,Hsap,Q9H313,PTHR12424,19,54415219,54436904,21686,+,ENSG00000167614,TTYH1,protein_coding,tweety family member 1 [Source:HGNC Symbol;Acc:HGNC:13476]
OG0008219,-3160.570042,-3081.578362,157.98335999999927,1.560439246481238e-36,1.8962915833844472e-34,9960,Hsap,Q9Y6I4,PTHR21646,15,63504511,63594640,90130,+,ENSG00000140455,USP3,protein_coding,ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
OG0008219,-3160.570042,-3081.578362,157.98335999999927,1.560439246481238e-36,1.8962915833844472e-34,9960,Hsap,Q6JHV3,NA,15,63504511,63594640,90130,+,ENSG00000140455,USP3,protein_coding,ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
OG0005902,-4399.092136,-4320.194692,157.79488800000036,1.7156514584469608e-36,2.0659562925989492e-34,1855,Hsap,O14640,PTHR10878,1,1335276,1349418,14143,-,ENSG00000107404,DVL1,protein_coding,dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]
OG0010837,-2739.764254,-2661.454764,156.6189800000002,3.100119782878188e-36,3.666445236071828e-34,84883,Hsap,Q9BRQ8,PTHR43735,10,70098223,70132934,34712,-,ENSG00000042286,AIFM2,protein_coding,apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]
OG0012024,-2110.384287,-2032.780772,155.20702999999958,6.30843408448727e-36,7.203579127855032e-34,54956,Hsap,Q8N5Y8,PTHR21328,15,65234460,65300618,66159,-,ENSG00000138617,PARP16,protein_coding,poly(ADP-ribose) polymerase family member 16 [Source:HGNC Symbol;Acc:HGNC:26040]
OG0009921,-2573.046587,-2497.78532,150.52253399999972,6.66373197655271e-35,7.3556494801181e-33,5937,Hsap,P29558,PTHR24012,2,160272151,160493807,221657,-,ENSG00000153250,RBMS1,protein_coding,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
OG0009921,-2573.046587,-2497.78532,150.52253399999972,6.66373197655271e-35,7.3556494801181e-33,5937,Hsap,A0A0S2Z499,NA,2,160272151,160493807,221657,-,ENSG00000153250,RBMS1,protein_coding,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
OG0009921,-2573.046587,-2497.78532,150.52253399999972,6.66373197655271e-35,7.3556494801181e-33,5937,Hsap,A0A0S2Z4B3,NA,2,160272151,160493807,221657,-,ENSG00000153250,RBMS1,protein_coding,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
OG0009921,-2573.046587,-2497.78532,150.52253399999972,6.66373197655271e-35,7.3556494801181e-33,5937,Hsap,B4DN88,NA,2,160272151,160493807,221657,-,ENSG00000153250,RBMS1,protein_coding,RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]
OG0006995,-2725.9403,-2652.818408,146.24378400000023,5.741384425195271e-34,6.084030247690925e-32,2277,Hsap,O43915,PTHR12025,X,15345596,15384413,38818,-,ENSG00000165197,VEGFD,protein_coding,vascular endothelial growth factor D [Source:HGNC Symbol;Acc:HGNC:3708]
OG0002657,-25102.765029,-25034.022761,137.4845359999963,4.723806429520717e-32,4.7402681791993494e-30,79987,Hsap,Q4LDE5,PTHR19325,9,110365248,110579880,214633,-,ENSG00000165124,SVEP1,protein_coding,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]"
OG0002657,-25102.765029,-25034.022761,137.4845359999963,4.723806429520717e-32,4.7402681791993494e-30,79987,Hsap,B3KQM1,NA,9,110365248,110579880,214633,-,ENSG00000165124,SVEP1,protein_coding,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]"
OG0002657,-25102.765029,-25034.022761,137.4845359999963,4.723806429520717e-32,4.7402681791993494e-30,79987,Hsap,Q5JB40,NA,9,110365248,110579880,214633,-,ENSG00000165124,SVEP1,protein_coding,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]"
OG0006154,-5718.107008,-5650.067221,136.0795739999994,9.584615351625065e-32,9.335133452031295e-30,55002,Hsap,Q6UWJ1,PTHR16254,13,113491021,113554590,63570,+,ENSG00000150403,TMCO3,protein_coding,transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]
OG0006154,-5718.107008,-5650.067221,136.0795739999994,9.584615351625065e-32,9.335133452031295e-30,55002,Hsap,A0A024RE09,NA,13,113491021,113554590,63570,+,ENSG00000150403,TMCO3,protein_coding,transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]
OG0005896,-4904.753828,-4836.984468,135.53872000000047,1.258554806639985e-31,1.2168479539235943e-29,55174,Hsap,Q9NVR2,PTHR16055,8,19817391,19852083,34693,+,ENSG00000104613,INTS10,protein_coding,integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]
OG0007139,-4018.38481,-3952.434453,131.90071400000033,7.864624149191249e-31,7.284951851761348e-29,25791,Hsap,Q8N5V2,PTHR12845,2,232878701,233013256,134556,-,ENSG00000066248,NGEF,protein_coding,neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]
OG0007139,-4018.38481,-3952.434453,131.90071400000033,7.864624149191249e-31,7.284951851761348e-29,25791,Hsap,B4DDI2,NA,2,232878701,233013256,134556,-,ENSG00000066248,NGEF,protein_coding,neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]
OG0007283,-2992.116233,-2927.44754,129.33738600000015,2.860857457273636e-30,2.61344261234804e-28,150209,Hsap,Q96NN9,PTHR43557,22,20965108,20981360,16253,+,ENSG00000183773,AIFM3,protein_coding,apoptosis inducing factor mitochondria associated 3 [Source:HGNC Symbol;Acc:HGNC:26398]
OG0007283,-2992.116233,-2927.44754,129.33738600000015,2.860857457273636e-30,2.61344261234804e-28,150209,Hsap,B7Z376,NA,22,20965108,20981360,16253,+,ENSG00000183773,AIFM3,protein_coding,apoptosis inducing factor mitochondria associated 3 [Source:HGNC Symbol;Acc:HGNC:26398]
OG0006311,-4647.042072,-4582.493146,129.09785200000078,3.2278020730194155e-30,2.9284565930969296e-28,1298,Hsap,Q14055,PTHR24023,1,40300489,40317813,17325,-,ENSG00000049089,COL9A2,protein_coding,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
OG0006311,-4647.042072,-4582.493146,129.09785200000078,3.2278020730194155e-30,2.9284565930969296e-28,1298,Hsap,D3DPU8,NA,1,40300489,40317813,17325,-,ENSG00000049089,COL9A2,protein_coding,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
OG0011740,-2492.451658,-2427.994624,128.91406800000004,3.540950178884761e-30,3.190709256429085e-28,89853,Hsap,Q9H7P6,PTHR31547,9,126326829,126507041,180213,+,ENSG00000196814,MVB12B,protein_coding,multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]
OG0011740,-2492.451658,-2427.994624,128.91406800000004,3.540950178884761e-30,3.190709256429085e-28,89853,Hsap,A0A024R8B8,NA,9,126326829,126507041,180213,+,ENSG00000196814,MVB12B,protein_coding,multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]
OG0012430,-2485.432035,-2421.740636,127.38279799999964,7.659256863689336e-30,6.76363442776193e-28,496,Hsap,P51164,PTHR11523,13,113648804,113658198,9395,-,ENSG00000186009,ATP4B,protein_coding,ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820]
OG0008264,-3932.17029,-3870.600344,123.13989200000015,6.497778957929125e-29,5.5528761339825284e-27,26286,Hsap,Q9NP61,PTHR45686,22,42796502,42858106,61605,-,ENSG00000242247,ARFGAP3,protein_coding,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
OG0008264,-3932.17029,-3870.600344,123.13989200000015,6.497778957929125e-29,5.5528761339825284e-27,26286,Hsap,Q9NP61,PTHR45686,22,42796502,42858106,61605,-,ENSG00000242247,ARFGAP3,protein_coding,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
OG0008264,-3932.17029,-3870.600344,123.13989200000015,6.497778957929125e-29,5.5528761339825284e-27,26286,Hsap,Q9NP61,PTHR45686,22,42796502,42858106,61605,-,ENSG00000242247,ARFGAP3,protein_coding,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
OG0008264,-3932.17029,-3870.600344,123.13989200000015,6.497778957929125e-29,5.5528761339825284e-27,26286,Hsap,A0A024R4U0,NA,22,42796502,42858106,61605,-,ENSG00000242247,ARFGAP3,protein_coding,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
OG0008264,-3932.17029,-3870.600344,123.13989200000015,6.497778957929125e-29,5.5528761339825284e-27,26286,Hsap,A0A024R4U0,NA,22,42796502,42858106,61605,-,ENSG00000242247,ARFGAP3,protein_coding,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
OG0008264,-3932.17029,-3870.600344,123.13989200000015,6.497778957929125e-29,5.5528761339825284e-27,26286,Hsap,A0A024R4U0,NA,22,42796502,42858106,61605,-,ENSG00000242247,ARFGAP3,protein_coding,ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
OG0005993,-5577.914702,-5516.941847,121.94570999999996,1.1862088873720488e-28,9.944634760841873e-27,2162,Hsap,P00488,PTHR11590,6,6144084,6321013,176930,-,ENSG00000124491,F13A1,protein_coding,coagulation factor XIII A chain [Source:HGNC Symbol;Acc:HGNC:3531]
OG0010945,-2661.511628,-2602.663889,117.69547800000055,1.0108044672185185e-27,8.264886402948453e-26,51099,Hsap,Q8WTS1,PTHR42886,3,43690108,43734371,44264,+,ENSG00000011198,ABHD5,protein_coding,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]"
OG0010945,-2661.511628,-2602.663889,117.69547800000055,1.0108044672185185e-27,8.264886402948453e-26,51099,Hsap,A0A0S2Z5D6,NA,3,43690108,43734371,44264,+,ENSG00000011198,ABHD5,protein_coding,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]"
OG0006654,-4956.163725,-4898.093005,116.14144000000124,2.212896570552438e-27,1.7873187788742437e-25,3656,Hsap,O43187,PTHR24419,3,10164919,10243745,78827,+,ENSG00000134070,IRAK2,protein_coding,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
OG0006654,-4956.163725,-4898.093005,116.14144000000124,2.212896570552438e-27,1.7873187788742437e-25,3656,Hsap,O43187,PTHR24419,3,10164919,10243745,78827,+,ENSG00000134070,IRAK2,protein_coding,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
OG0006654,-4956.163725,-4898.093005,116.14144000000124,2.212896570552438e-27,1.7873187788742437e-25,3656,Hsap,O43187,PTHR24419,3,10164919,10243745,78827,+,ENSG00000134070,IRAK2,protein_coding,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
OG0006654,-4956.163725,-4898.093005,116.14144000000124,2.212896570552438e-27,1.7873187788742437e-25,3656,Hsap,O43187,PTHR24419,3,10164919,10243745,78827,+,ENSG00000134070,IRAK2,protein_coding,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
OG0004775,-8245.971698,-8188.352492,115.23841199999879,3.489136936959664e-27,2.784163124516127e-25,933,Hsap,P20273,PTHR46958,19,35319261,35347361,28101,+,ENSG00000012124,CD22,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
OG0004775,-8245.971698,-8188.352492,115.23841199999879,3.489136936959664e-27,2.784163124516127e-25,933,Hsap,P20273,PTHR46958,19,35319261,35347361,28101,+,ENSG00000012124,CD22,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
OG0004775,-8245.971698,-8188.352492,115.23841199999879,3.489136936959664e-27,2.784163124516127e-25,933,Hsap,P20273,PTHR46958,19,35319261,35347361,28101,+,ENSG00000012124,CD22,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
OG0004775,-8245.971698,-8188.352492,115.23841199999879,3.489136936959664e-27,2.784163124516127e-25,933,Hsap,Q0EAF5,NA,19,35319261,35347361,28101,+,ENSG00000012124,CD22,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
OG0004775,-8245.971698,-8188.352492,115.23841199999879,3.489136936959664e-27,2.784163124516127e-25,933,Hsap,Q0EAF5,NA,19,35319261,35347361,28101,+,ENSG00000012124,CD22,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
OG0004775,-8245.971698,-8188.352492,115.23841199999879,3.489136936959664e-27,2.784163124516127e-25,933,Hsap,Q0EAF5,NA,19,35319261,35347361,28101,+,ENSG00000012124,CD22,protein_coding,CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]
OG0012165,-1925.217455,-1868.018708,114.39749399999982,5.331935003596428e-27,4.229150362732832e-25,25898,Hsap,Q96PM5,PTHR21319,4,75479037,75514764,35728,-,ENSG00000163743,RCHY1,protein_coding,ring finger and CHY zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17479]
OG0012362,-2203.564588,-2147.370604,112.387968,1.4690316479627527e-26,1.1514078821842971e-24,65263,Hsap,Q53H96,PTHR11645,8,143603210,143609773,6564,-,ENSG00000104524,PYCR3,protein_coding,pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]
OG0012362,-2203.564588,-2147.370604,112.387968,1.4690316479627527e-26,1.1514078821842971e-24,65263,Hsap,A0A0A0MQS1,NA,8,143603210,143609773,6564,-,ENSG00000104524,PYCR3,protein_coding,pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]
OG0012362,-2203.564588,-2147.370604,112.387968,1.4690316479627527e-26,1.1514078821842971e-24,65263,Hsap,B4DGI7,NA,8,143603210,143609773,6564,-,ENSG00000104524,PYCR3,protein_coding,pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]
OG0003202,-11364.714539,-11308.934267,111.56054399999994,2.229878139973095e-26,1.727307943981498e-24,9742,Hsap,Q96RY7,PTHR15722,16,1510427,1612072,101646,-,ENSG00000187535,IFT140,protein_coding,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077]
OG0004134,-6908.104337,-6852.421845,111.36498399999982,2.461052500951108e-26,1.8952965946278126e-24,9026,Hsap,O75146,PTHR10407,12,122834453,122862961,28509,+,ENSG00000130787,HIP1R,protein_coding,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]
OG0004134,-6908.104337,-6852.421845,111.36498399999982,2.461052500951108e-26,1.8952965946278126e-24,9026,Hsap,B3KQW8,NA,12,122834453,122862961,28509,+,ENSG00000130787,HIP1R,protein_coding,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]
OG0004134,-6908.104337,-6852.421845,111.36498399999982,2.461052500951108e-26,1.8952965946278126e-24,9026,Hsap,B4DPL0,NA,12,122834453,122862961,28509,+,ENSG00000130787,HIP1R,protein_coding,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]
OG0011374,-2243.429285,-2188.542256,109.77405799999997,5.491062921505168e-26,4.132648832855538e-24,10327,Hsap,P14550,PTHR11732,1,45550543,45570049,19507,+,ENSG00000117448,AKR1A1,protein_coding,aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]
OG0011374,-2243.429285,-2188.542256,109.77405799999997,5.491062921505168e-26,4.132648832855538e-24,10327,Hsap,V9HWI0,NA,1,45550543,45570049,19507,+,ENSG00000117448,AKR1A1,protein_coding,aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380]
OG0010352,-2395.630785,-2342.256428,106.74871399999938,2.5267529790094196e-25,1.8491364618761752e-23,5603,Hsap,O15264,PTHR24055,6,36127809,36144524,16716,+,ENSG00000156711,MAPK13,protein_coding,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
OG0010352,-2395.630785,-2342.256428,106.74871399999938,2.5267529790094196e-25,1.8491364618761752e-23,5603,Hsap,O15264,PTHR24055,6,36127809,36144524,16716,+,ENSG00000156711,MAPK13,protein_coding,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
OG0010352,-2395.630785,-2342.256428,106.74871399999938,2.5267529790094196e-25,1.8491364618761752e-23,5603,Hsap,O15264,PTHR24055,6,36127809,36144524,16716,+,ENSG00000156711,MAPK13,protein_coding,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
OG0010352,-2395.630785,-2342.256428,106.74871399999938,2.5267529790094196e-25,1.8491364618761752e-23,5603,Hsap,A0A024RD04,NA,6,36127809,36144524,16716,+,ENSG00000156711,MAPK13,protein_coding,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
OG0010352,-2395.630785,-2342.256428,106.74871399999938,2.5267529790094196e-25,1.8491364618761752e-23,5603,Hsap,A0A024RD04,NA,6,36127809,36144524,16716,+,ENSG00000156711,MAPK13,protein_coding,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
OG0010352,-2395.630785,-2342.256428,106.74871399999938,2.5267529790094196e-25,1.8491364618761752e-23,5603,Hsap,A0A024RD04,NA,6,36127809,36144524,16716,+,ENSG00000156711,MAPK13,protein_coding,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
OG0011288,-2287.200668,-2234.130927,106.13948199999959,3.4361835386393372e-25,2.4736786496096012e-23,7518,Hsap,Q13426,PTHR28559,5,83077498,83353787,276290,+,ENSG00000152422,XRCC4,protein_coding,X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]
OG0011288,-2287.200668,-2234.130927,106.13948199999959,3.4361835386393372e-25,2.4736786496096012e-23,7518,Hsap,Q13426,PTHR28559,5,83077498,83353787,276290,+,ENSG00000152422,XRCC4,protein_coding,X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]
OG0011288,-2287.200668,-2234.130927,106.13948199999959,3.4361835386393372e-25,2.4736786496096012e-23,7518,Hsap,A0A024RAL0,NA,5,83077498,83353787,276290,+,ENSG00000152422,XRCC4,protein_coding,X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]
OG0011288,-2287.200668,-2234.130927,106.13948199999959,3.4361835386393372e-25,2.4736786496096012e-23,7518,Hsap,A0A024RAL0,NA,5,83077498,83353787,276290,+,ENSG00000152422,XRCC4,protein_coding,X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]
